nome_blox,course_name,area_do_conhecimento,area_funcional,nota
Contabilidade de Custos o Desafio dos Controles,CIÊNCIAS CONTÁBEIS,Técnico,Contabilidade,197.8
CONTROLADORIA DE GESTÃO,ADMINISTRACAO,Quantitativo,Contabilidade,303.70000000000005
EAD - TEMAS EMERGENTES,SISTEMAS DE INFORMAÇÃO,Técnico,Tecnologia da Informação,453.5
Ser ou Não Ser? De Risc a PC,ENGENHARIA DE COMPUTAÇÃO,Técnico,Hardware e Redes,207.60000000000002
Contabilidade Pública Descomplicada,CIÊNCIAS CONTÁBEIS,Técnico,Contabilidade,223.5
Contabilidade de Custos: Administrando os Custos,ADMINISTRACAO,Técnico,Contabilidade,200.5
Contabilidade de Custos: Administrando os Custos,CIÊNCIAS CONTÁBEIS,Técnico,Contabilidade,210
Consultoria - Eleve o potencial competitivo das empresas,ADMINISTRACAO,Técnico,Estratégia e Negociação,173.20000000000002
ADMINISTRACAO ORÇAMENTARIA E CONTROLADORIA,ADMINISTRACAO,Técnico,Finanças e Economia,265.5
METODOLOGIA DA PESQUISA,SISTEMAS DE INFORMAÇÃO,Complementar,Sociedade e Mundo,370.1000000000002
PROGRAMAÇÃO WEB AVANÇADA,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",289.5000000000001
A Terra é redonda ou plana?,ENGENHARIA CIVIL,Técnico,Raciocínio Lógico e Matemático,0
Equações Diferenciais Ordinárias,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,0
Mercado de capitais: um diálogo para iniciar,CIÊNCIAS CONTÁBEIS,Técnico,Finanças e Economia,192.70000000000002
Calculando minhas probabilidades de ganhar sempre,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,92.60000000000001
Bye Bye Estoques,ADMINISTRACAO,Técnico,Logística,181.3
Venha sem medo,ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,171
Explorando o Direito Aduaneiro,ADMINISTRACAO,Básico,Sociedade e Mundo,151.39999999999998
FIDELIDADE OU LEALDADE. QUAL GERA MAIOR RESULTADO $ PARA SEU NEGÓCIO?,ADMINISTRACAO,Complementar,Marketing,182.79999999999998
Enigma Matemático,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,232.90000000000003
Criando valor para a Internacionalização,ADMINISTRACAO,Técnico,Logística,179.8
MEU PROJETO DE VIDA: PLANEJAMENTO/ELABORAÇÃO/ANÁLISE,ENGENHARIA CIVIL,Técnico,Projetos,233.89999999999998
Conversando com os Dados,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,159.5
Algoritmos para Organizar e Procurar Melhor,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",81
ADMINISTRACAO ESTRATÉGICA,ADMINISTRACAO,Técnico,Estratégia e Negociação,311.79999999999995
"O ""Como"" e o ""Por que"" dos Materiais",ENGENHARIA DE COMPUTAÇÃO,Técnico,Materiais,158.6
ORÇAMENTO EMPRESARIAL,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,317.7
Direito Empresarial,ADMINISTRACAO,Básico,Sociedade e Mundo,144.5
Da Pilha de Café à Fila de Supermercado,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",199.4
A comunicação na gestão organizacional,ADMINISTRACAO,Técnico,Gestão de Pessoas,0
Temperatura Maxxima,ENGENHARIA CIVIL,Técnico,Física e Química,183.5
Desmistificando o mundo das taxas de variação,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,8
"Dos Materiais, um curso.",ENGENHARIA CIVIL,Técnico,Materiais,348.30000000000007
Cadeia de Suprimentos fora da Caixinha,ADMINISTRACAO,Técnico,Logística,171.60000000000002
ADMINISTRAÇÃO DE RECURSOS MATERIAIS E PATRIMONIAIS,ADMINISTRACAO,Técnico,Materiais,264.1000000000001
COMPORTAMENTO ORGANIZACIONAL (EAD),SISTEMAS DE INFORMAÇÃO,Básico,Gestão de Pessoas,265.79999999999995
Começando a Trabalhar com Banco de dados,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",136.7
A MATEMÁTICA DAS PIRÂMIDES DO EGITO,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,215.1
O VOO DA ÁGUIA,ADMINISTRACAO,Complementar,Estratégia e Negociação,331.79999999999995
CONTABILIDADE GERAL (EAD),SISTEMAS DE INFORMAÇÃO,Quantitativo,Contabilidade,413.20000000000005
Boas Práticas em Arquitetura e Engenharia de Software,ENGENHARIA DE COMPUTAÇÃO,Complementar,Tecnologia da Informação,125.59999999999998
PLANEJAMENTO E CONTROLE FINANCEIRO,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,291
Comunicação de Relacionamento e o Ambiente Feliz de Trabalho,ADMINISTRACAO,Técnico,Gestão de Pessoas,152.5
Contabilidade de Custos o Desafio dos Controles,ADMINISTRACAO,Técnico,Contabilidade,153.5
Conhecendo a Teoria Geral de Sistemas Computacionais,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,128.29999999999998
Seja a pessoa certa para o lugar certo,ADMINISTRACAO,Técnico,Gestão de Pessoas,218.60000000000002
Saneamento e Drenagem,ENGENHARIA CIVIL,Complementar,Saneamento e hidráulica,0
Calculando Minhas Probabilidades de Ganhar Sempre,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,193.60000000000002
PROFISSIONALIZE SUA EMPRESA,ADMINISTRACAO,Técnico,Estratégia e Negociação,0
Administrando Produção e Materiais,ENGENHARIA DE COMPUTAÇÃO,Técnico,Produção,167.49999999999997
Negociação Inteligente,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,124.8
Deu Química,ENGENHARIA DE COMPUTAÇÃO,Técnico,Física e Química,137.8
"Tenho uma vó chamada Terra ",ENGENHARIA CIVIL,Complementar,Ciências do Ambiente,152
Engenharia das Águas,ENGENHARIA CIVIL,Técnico,Ciências do Ambiente,144.2
ESTÁGIO SUPERVISIONADO II,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,509.5
Orátória & Retórica - As melhores dicas para você falar bem.,ADMINISTRACAO,Básico,Sociedade e Mundo,208.3
ADMINISTRAÇÃO FINANCEIRA,ADMINISTRACAO,Técnico,Finanças e Economia,261.1
Os caminhos da Ciência,SISTEMAS DE INFORMAÇÃO,Básico,Projetos,179.1
INOVAÇÃO E EMPREENDEDORISMO,ADMINISTRACAO,Complementar,Marketing,336.6
ESTÁGIO SUPERVISIONADO III,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,432.5
MENSAGEM OU CANAL?,ADMINISTRACAO,Técnico,Marketing,139.39999999999998
INFORMAR PARA DECIDIR com SI,SISTEMAS DE INFORMAÇÃO,Técnico,Tecnologia da Informação,146.3
AQUILO QUE PERTENCE AO CARÁTER - ÉTICA,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,70.3
"Array, Vetor ou Matriz?",ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",132.3
Atuações no Departamento Pessoal e Práticas Trabalhistas,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,186.5
O VOO DA ÁGUIA,CIÊNCIAS CONTÁBEIS,Complementar,Estratégia e Negociação,277.3
Aperfeiçoando Bancos De Dados com SQL,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",25
Débito ou crédito? Como decido?,ADMINISTRACAO,Técnico,Marketing,133.4
Mapa x Território Literalmente,ENGENHARIA CIVIL,Técnico,Raciocínio Lógico e Matemático,127.39999999999999
Animação e Modelagem de Personagens,JOGOS DIGITAIS,Técnico,Game Development,0
GERENCIANDO O MEIO AMBIENTE,ENGENHARIA CIVIL,Básico,Ciências do Ambiente,222.59999999999994
"Criação de Documentos e Diagramas de um Sistema Computadorizado ",SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",196.70000000000005
Venha sem medo,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,140.5
Começando a Programar Orientado a Objetos,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",205.89999999999998
"""APROVADO EM 8 CONCURSOS PÚBLICOS! - O QUE ELE FEZ?",ADMINISTRACAO,Básico,Sociedade e Mundo,218.60000000000002
Os caminhos da Ciência,ADMINISTRACAO,Básico,Projetos,177
NEGÓCIOS FAMILIARES,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,134
Cultura e Clima Organizacional: Como Funciona na Prática,ADMINISTRACAO,Técnico,Gestão de Pessoas,141.1
"Modelagem 3D: Luz, Camera e Ação",JOGOS DIGITAIS,Técnico,Design e Modelagem,67.3
METODOLOGIA DA PESQUISA (EAD),SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,232.80000000000004
FILOSOFIA (EAD),SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,243.00000000000006
DEPARTAMENTO PESSOAL E A PESSOALIDADE DOS CÁLCULOS,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,149
Integrando as diferenças,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,106.8
PROGRAMAÇÃO WEB PARA TODOS,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",387.69999999999993
Engenheiro Legal,ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,258.7
Alta pressão na caldeira: explodiu ?,ENGENHARIA CIVIL,Técnico,Física e Química,152
Redes for dummies: superando limites,SISTEMAS DE INFORMAÇÃO,Técnico,Hardware e Redes,145.5
Introdução a Eletrônica,ENGENHARIA DE COMPUTAÇÃO,Técnico,Hardware e Redes,131.4
Vamos conhecer o comportamento do Consumidor?,ADMINISTRACAO,Técnico,Marketing,0
REDAÇÃO NOTA MIL- Saiba como escrever e se dar bem.,ENGENHARIA CIVIL,Básico,Sociedade e Mundo,141.99999999999997
Flash Back de Matemática,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,187.70000000000002
Tenho uma mãe chamada Terra,ENGENHARIA CIVIL,Complementar,Ciências do Ambiente,136.09999999999997
Calculando minhas probabilidades de ganhar sempre,ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,52.900000000000006
Conversando com os Dados,ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,115.1
Engenharia: Profissão de Transformação,ENGENHARIA DE COMPUTAÇÃO,Técnico,Infraestrutura Civil,276.4
COMUNICAÇÃO EMPRESARIAL,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,220.80000000000007
ATIVIDADES COMPLEMENTARES I,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,372
Conversando com os Dados,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,114.3
ELETIVA I - EMPREENDEDORISMO,ADMINISTRACAO,Complementar,Estratégia e Negociação,298.2
Atos Empresariais - DIREITO COMERCIAL,ADMINISTRACAO,Básico,Sociedade e Mundo,134.4
Fazendo a Diferença,ADMINISTRACAO,Complementar,Estratégia e Negociação,125.3
Fazendo a Diferença,CIÊNCIAS CONTÁBEIS,Complementar,Estratégia e Negociação,140.3
Ficar Milionário é fácil quero ver ficar Bilionário!,CIÊNCIAS CONTÁBEIS,Quantitativo,Raciocínio Lógico e Matemático,55.5
Aprovado em 8 Concursos Públicos: o que ele fez?,SISTEMAS DE INFORMAÇÃO,Complementar,Sociedade e Mundo,155.8
"Guarda Livros...Mas os Livros Sumiram!""",SISTEMAS DE INFORMAÇÃO,Técnico,Contabilidade,144
"Instalações Elétricas – Parte I ",ENGENHARIA CIVIL,Técnico,Física e Química,126.19999999999999
Se liga na ideia,ADMINISTRACAO,Técnico,Marketing,126.5
NEGOCIAÇÃO.COM - EAD,ADMINISTRACAO,Complementar,Estratégia e Negociação,370.5
Instalações Elétricas - Parte II,ENGENHARIA CIVIL,Técnico,Infraestrutura Civil,0
Introdução a Eletrônica e mais além,ENGENHARIA DE COMPUTAÇÃO,Técnico,Hardware e Redes,0
Sistemas Para Decisão,SISTEMAS DE INFORMAÇÃO,Técnico,Tecnologia da Informação,0
" Show Business",SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,168
REDAÇÃO NOTA MIL - SAIBA COMO ESCREVER E SE DAR BEM,ADMINISTRACAO,Básico,Sociedade e Mundo,207.1
Desenvolvendo Competências do Engenheiro,SISTEMAS DE INFORMAÇÃO,Básico,"Software, Programação e Dados",141.7
Calculando minhas probabilidades de ganhar sempre,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,69
EAD - DE OLHO NO FUTURO,ADMINISTRACAO,Complementar,Estratégia e Negociação,400
Contabilidade Pública sem Segredos,ADMINISTRACAO,Técnico,Contabilidade,120.39999999999999
Guerra dos mundos,ADMINISTRACAO,Complementar,Produção,174.00000000000003
MEU PROJETO DE VIDA: PLANEJAMENTO/ELABORAÇÃO/ANÁLISE,ENGENHARIA DE COMPUTAÇÃO,Técnico,Projetos,190.1
Redes de Computadores: Servidores e Segurança,SISTEMAS DE INFORMAÇÃO,Técnico,Tecnologia da Informação,121.8
"A Revolução Digital ",CIÊNCIAS CONTÁBEIS,Técnico,Tecnologia da Informação,19.7
As Leis de Newton Continuam Funcionando?,ENGENHARIA CIVIL,Técnico,Fïsica e Química,130
Atos Empresariais - DIREITO COMERCIAL,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,160.19999999999996
SQL PERFORMÁTICO,SISTEMAS DE INFORMAÇÃO,Quantitativo,"Software, Programação e Dados",242.5
Sonorização de Jogos,JOGOS DIGITAIS,Complementar,Game Development,139.59999999999997
ELETIVA I - LINUX,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,294.50000000000006
ACADEMIA ORACLE,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,271.1
SUPPLY CHAIN,ADMINISTRACAO,Básico,Logística,114.9
CONHECENDO O PINGUIM,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",300.3
O Despertar,ADMINISTRACAO,Complementar,Projetos,0
CONTADOR RAIZ X CONTADOR NUTELA,CIÊNCIAS CONTÁBEIS,Técnico,Contabilidade,0
Dados Organizados em Estruturas,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",170
De Eniac a SuperComputador,ENGENHARIA DE COMPUTAÇÃO,Técnico,Hardware e Redes,146.39999999999998
Desmistificando o mundo das taxas de variação,ENGENHARIA DE PRODUÇÃO,Quantitativo,Raciocínio Lógico e Matemático,7
Empresas Competitivas,SISTEMAS DE INFORMAÇÃO,Técnico,Tecnologia da Informação,169.5
ESTÁGIO SUPERVISIONADO IV,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,341.50000000000006
Técnicas de pesquisa aplicada,ENGENHARIA CIVIL,Complementar,Área funcional desconhecida,129.2
REDAÇÃO NOTA MIL- Saiba como escrever e se dar bem.,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,15
Administrando Produção e Materiais,ENGENHARIA CIVIL,Técnico,Produção,131.1
Contabilidade Pública Descomplicada,ADMINISTRACAO,Técnico,Contabilidade,133
MATEMÁTICA I,ADMINISTRACAO,Quantitativo,Finanças e Economia,156.3
Consultoria – Na prática!,ADMINISTRACAO,Técnico,Estratégia e Negociação,122.89999999999999
Começando na Programação Mobile com Android Studio,SISTEMAS DE INFORMAÇÃO,Complementar,"Software, Programação e Dados",106.2
EAD - Saneamento Ambiental,ENGENHARIA CIVIL,Técnico,Saneamento e hidráulica,126.4
"Metodologia Científica ",ADMINISTRACAO,Básico,Sociedade e Mundo,99.3
A ELETRICIDADE E SEUS CONCEITOS,ENGENHARIA CIVIL,Quantitativo,Física e Química,237
FILOSOFIA,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,361.60000000000014
"Programação Web para Todos ",SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",108.3
Quanto você quer ganhar?,ADMINISTRACAO,Técnico,Gestão de Pessoas,138
Atitude e Gestão Organizacional,ADMINISTRACAO,Técnico,Gestão de Pessoas,156
GESTÃO DE PESSOAS,ADMINISTRACAO,Técnico,Gestão de Pessoas,231.89999999999998
SEJA O LÍDER QUE TODOS QUEREM TER!,ADMINISTRACAO,Técnico,Gestão de Pessoas,218.10000000000002
CHEQUE MATE!,ADMINISTRACAO,Técnico,Estratégia e Negociação,164.1
DEPARTAMENTO PESSOAL E A PESSOALIDADE DOS CÁLCULOS,ADMINISTRACAO,Técnico,Gestão de Pessoas,146.6
Metodologia Científica II,ADMINISTRACAO,Básico,Sociedade e Mundo,0
Agora é Compêtência!,ADMINISTRACAO,Técnico,Gestão de Pessoas,0
CONTADOR RAIZ X CONTADOR NUTELA,SISTEMAS DE INFORMAÇÃO,Técnico,Contabilidade,0
Engenharia das Águas - Controle x medida,ENGENHARIA CIVIL,Técnico,Ciências do Ambiente,0
Desenho para Engenheiros - Parte 02,ENGENHARIA DE COMPUTAÇÃO,Técnico,Design e Modelagem,0
On ou off não importa! A comunicação tem que ser Integrada.,ADMINISTRACAO,Técnico,Marketing,121.69999999999999
Vendas Ferramenta para Conquistar o Cliente,ADMINISTRACAO,Técnico,Marketing,118.6
"Perceber, Motivar e Decidir",ADMINISTRACAO,Básico,Sociedade e Mundo,124
Socorro! Uma verdadeira equipe pede ajuda.,ADMINISTRACAO,Técnico,Gestão de Pessoas,121.5
"Minerando dados para descobrir conhecimento ",SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",139.59999999999997
STN & PAT,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,35.5
DIÁLOGO OU JULGAMENTO?,ADMINISTRACAO,Técnico,Gestão de Pessoas,223.5
" Show Business",ADMINISTRACAO,Técnico,Marketing,130.5
TRANSFORME SEU BANCO DE DADOS NUMA MINA DE OURO,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",183
MANAGEMENT DE MATERIAIS,ADMINISTRACAO,Técnico,Materiais,147.29999999999998
"Começando nas Aplicações Mobile ",SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",508.5000000000003
TOPICOS ESPECIAIS EM ADMINISTRAÇÃO I,ADMINISTRACAO,Complementar,Estratégia e Negociação,243.1
O Despertar,GESTÃO DE RECURSOS HUMANOS,Complementar,Projetos,78.5
O MAGO DAS NEGOCIAÇÕES,ADMINISTRACAO,Técnico,Estratégia e Negociação,180.10000000000002
ESTATÍSTICA,ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,132.9
Desmistificando a Gestão da Tecnologia da Informação,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,43.8
GERENCIAMENTO DE PROJETOS,ENGENHARIA DE COMPUTAÇÃO,Técnico,Projetos,158.9
Desenho para Engenheiros - Parte 01,ENGENHARIA DE COMPUTAÇÃO,Básico,Design e Modelagem,110.20000000000002
"ARRAY, VETOR OU MATRIZ?",SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",253.59999999999997
PROFISSIONALIZE SUA EMPRESA,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,0
A Controladoria de modo eficiente com práticas eficazes.,ADMINISTRACAO,Técnico,Contabilidade,0
Programação avançada com banco de dados e relatórios,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",142
Atuações no Departamento Pessoal e Práticas Trabalhistas,ADMINISTRACAO,Técnico,Gestão de Pessoas,140
Materiais e Iluminação no Game Engine,JOGOS DIGITAIS,Técnico,Game Development,108.99999999999999
TOPICOS ESPECIAIS EM ADMINISTRAÇÃO II,ADMINISTRACAO,Técnico,Estratégia e Negociação,254.5
Eu Sei que Você pode Programar,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",91.2
"Atos do Comércio ",CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,108.00000000000001
COMO CRIAR FERRAMENTAS PARA AUXILIAR A GESTÃO DE FINANÇAS?,ADMINISTRACAO,Técnico,Finanças e Economia,189.29999999999998
Flash Back de Matemática,ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,161
DOMINANDO O MUNDO COM A LÓGICA,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,210.8
Primeiros passos na Modelagem 3D,JOGOS DIGITAIS,Técnico,Design e Modelagem,210.5
Calculando minhas probabilidades de ganhar sempre,ENGENHARIA DE PRODUÇÃO,Quantitativo,Raciocínio Lógico e Matemático,25.5
Resultados $ medidos por pixels,ADMINISTRACAO,Técnico,Marketing,119.3
DA GEOLOGIA UMA INTRODUÇÃO,ENGENHARIA DE PRODUÇÃO,Técnico,Ciências do Ambiente,110.5
"Indices Financeiros, conversando com os relatórios",ADMINISTRACAO,Técnico,Finanças e Economia,129.1
CONHECIMENTO SEM FRONTEIRA,ADMINISTRACAO,Quantitativo,Finanças e Economia,218.5
Conversando com os Dados,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,92.5
PSICOLOGIA APLICADA À ADMINISTRAÇÃO I,ADMINISTRACAO,Básico,Sociedade e Mundo,129.7
O VOO DA ÁGUIA,SISTEMAS DE INFORMAÇÃO,Complementar,Estratégia e Negociação,129.5
Equipe 100%,ADMINISTRACAO,Técnico,Gestão de Pessoas,86.5
Computação Gráfica e mais Além,JOGOS DIGITAIS,Técnico,Game Development,111.5
Atos Empresariais - DIREITO COMERCIAL,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,123.1
Me conte uma história - Personagem e Narrativa,JOGOS DIGITAIS,Técnico,Game Development,103
QUER TER UMA CARREIRA DE SUCESSO?,ADMINISTRACAO,Técnico,Gestão de Pessoas,197
Aplicando a Teoria Geral de Sistemas,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,0
Venha sem medo,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,115.1
INTRODUÇÃO ÀS CIÊNCIAS SOCIAIS E POLÍTICAS (EAD),SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,252.40000000000006
AQUILO QUE PERTENCE AO CARÁTER - ÉTICA,ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,120.79999999999998
A Ética contábil com enfoque na atualidade .,ADMINISTRACAO,Técnico,Contabilidade,0
"Controlando as Finanças da Organização ",SISTEMAS DE INFORMAÇÃO,Técnico,Finanças e Economia,0
Estratégias de Marcas,ADMINISTRACAO,Técnico,Marketing,0
Estratégias de Marcas,MARKETING,Técnico,Marketing,0
Ticket de Negócios.Export,ADMINISTRACAO,Técnico,Logística,0
NOSSO SOLO SAGRADO,ENGENHARIA DE PRODUÇÃO,Técnico,Ciências do Ambiente,0
Desenho para Engenheiros - Parte 02,ENGENHARIA DE PRODUÇÃO,Técnico,Design e Modelagem,0
O Caminho da Organização,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,78.1
Consultoria - Eleve o potencial competitivo das empresas,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,99.6
Amante da Sabedoria,ENGENHARIA CIVIL,Básico,Sociedade e Mundo,116.30000000000001
Cultura e Clima Organizacional: Como Funciona na Prática,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,121
Agro.export,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,104.5
Integrando as diferenças,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,58.699999999999996
METODOLOGIA DESCOMPLICADA,ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,83
LÓGICA COMPUTACIONAL: O PRINCÍPIO DE TUDO (5ª FEIRA),SISTEMAS DE INFORMAÇÃO,Quantitativo,"Software, Programação e Dados",188.39999999999998
Ticket de Negócios,ADMINISTRACAO,Técnico,Logística,109.5
